"Display Name","ID","Costing Method","Inventory Valuation","Price Difference Account/ID","Price Difference Account/Code","Price Difference Account/Account Name","Price Difference Account/Type","Price Difference Account/Deprecated","Price Difference Account/Company/ID","Price Difference Account/Company/Company Name"
"Raw (Recycle)","3377","Standard Price","Manual","","","","","","",""
"Raw Chemical","3427","Standard Price","Manual","","","","","","",""
"Raw Materials","3334","Standard Price","Manual","","","","","","",""
"Raw Materials(Hose)","3628","Standard Price","Manual","","","","","","",""
"Recycle","3429","Standard Price","Manual","","","","","","",""
"Recycle (Kaw Seed)","3431","Standard Price","Manual","","","","","","",""
"Recycle(Hose)","3629","Standard Price","Manual","","","","","","",""
"Reject","3599","Standard Price","Manual","","","","","","",""
"Repro Tee ","630","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"SOGO Gutter","363","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"SOGO Hose","319","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"SOGO Pipe","350","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"SOGO Window Profile","374","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"SOGO Window Profile / Window","354","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"SOGO Window Profile / Window Profile","355","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"SOGO.","375","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"SOGO. / Base Box","270","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"SOGO. / Board","272","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"SOGO. / Breaker Box","277","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"SOGO. / Choke","281","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"SOGO. / FX  Design","290","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"SOGO. / Globe","3294","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"SOGO. / Joint Box","304","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"SOGO. / PDI  Design","309","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"SOGO. / PPI  Design","310","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"SOGO. / PRU  Design","311","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"SOGO. / PSG  Design","312","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"SOGO. / PSI  Design","313","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"SOGO. / PSK  Design","314","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"SOGO. / PSO  Design","315","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"SOGO. / PSR  Design","316","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"SOGO. / Plug","322","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"SOGO. / SG  Design","331","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"SOGO. / Sogo Clip","283","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"SOGO. / Switch/Socket","338","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Semi Finished Goods","3333","Standard Price","Manual","","","","","","",""
"Septic Tank","3587","Standard Price","Manual","","","","","","",""
"Septic Tank - Accessories","3588","Standard Price","Manual","","","","","","",""
"Smart Aircon","3284","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Socket DL","3385","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Sprinkler","337","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Sticker","3586","Standard Price","Manual","","","","","","",""
"Thinwall","610","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Trunking","376","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Trunking / PVC E-Pipe","318","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Trunking / Trunking","344","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Union","345","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Waste","3383","Standard Price","Manual","","","","","","",""
"Water Tap","352","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Window Accessory","3301","Standard Price","Manual","","","","","","",""
"YS Design","3303","Standard Price","Manual","","","","","","",""
"Yoma Pipe (Cancel)","681","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"ကားကတ်ဆက်","3286","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"ကြက်စာခွက်","629","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"ကြိတ်သားသံစားပွဲ","638","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"ကြွေပြား","3285","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"ခြင်းလုံး","632","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"ဂဏန်းခြင်း","3280","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"ငှက်သိုက်ခွက်","3612","Standard Price","Manual","","","","","","",""
"စည်ပင်အမှိုက်ပုံး","1897","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"စတီးစားပွဲ","636","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"စာအုပ်စင်","641","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"ဆီပေပါ","3298","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"နို့ဆီပုံး","628","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"ပန်းအိုး","627","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"ပုဂံစင်","640","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"ဖော့ပြား","3392","Standard Price","Manual","","","","","","",""
"ဖော့ဘူး","3292","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"ဘိုထိုင်ကြွေအိုး","358","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"မီးသတ်ဆေးဘူး","289","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"မီးအားမြှင့်စက်","682","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"မုန့်စင်","642","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"ရာဘာခံခွက်","650","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"ရေခဲပုံး","303","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"ရေခဲမုန့်ဇွန်း","3279","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"ရေချိုးခန်းမှန်","3282","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"ရေတိုင်ကီ Group","2878","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"ရေတိုင်ကီ Group / Mango ရေတိုင်ကီ","2873","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"ရေတိုင်ကီ Group / ရေတိုင်ကီ","351","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"ရေဖြန်းခေါင်း","3299","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"ရေသန့်ဘူး","609","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"ရွှေဘူး","649","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"လမ်းဘလောက်တုံး","644","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"သော့ချိတ်","631","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"သံခုံ","643","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"သံစားပွဲ","635","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"သံစားပွဲ Group","1908","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"အိမ်သာခွက်","595","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"အိမ်သာပိုက်","343","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"အ၀တ်လှန်းစင်","639","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
