"Display Name","ID","Costing Method","Inventory Valuation","Price Difference Account/ID","Price Difference Account/Code","Price Difference Account/Account Name","Price Difference Account/Type","Price Difference Account/Deprecated","Price Difference Account/Company/ID","Price Difference Account/Company/Company Name"
"SOGO. / PSR  Design","316","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"SOGO. / Plug","322","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"SOGO. / SG  Design","331","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"SOGO. / Sogo Clip","283","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"SOGO. / Switch/Socket","338","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Semi Finished Goods","3333","Standard Price","Manual","","","","","","",""
"Septic Tank","3587","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Septic Tank - Accessories","3588","Standard Price","Manual","","","","","","",""
"Smart Aircon","3284","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Socket DL","3385","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Sprinkler","337","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Sticker","3586","Standard Price","Manual","","","","","","",""
"Thinwall","610","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Trunking","376","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Trunking / PVC E-Pipe","318","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Trunking / Trunking","344","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Union","345","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Waste","3383","Standard Price","Manual","","","","","","",""
"Water Tap","352","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Window Accessory","3301","Standard Price","Manual","","","","","","",""
"YS Design","3303","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Yoma Pipe (Cancel)","681","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"ကားကတ်ဆက်","3286","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"ကြက်စာခွက်","629","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"ကြိတ်သားသံစားပွဲ","638","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"ကြွေပြား","3285","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"ခြင်းလုံး","632","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"ဂဏန်းခြင်း","3280","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"ငှက်သိုက်ခွက်","3612","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"စည်ပင်အမှိုက်ပုံး","1897","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"စတီးစားပွဲ","636","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"စာအုပ်စင်","641","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"ဆီပေပါ","3298","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"နို့ဆီပုံး","628","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"ပန်းအိုး","627","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"ပုဂံစင်","640","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"ဖော့ပြား","3392","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"ဖော့ဘူး","3292","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"ဘိုထိုင်ကြွေအိုး","358","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"မီးသတ်ဆေးဘူး","289","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"မီးအားမြှင့်စက်","682","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"မုန့်စင်","642","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"ရာဘာခံခွက်","650","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"ရေခဲပုံး","303","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"ရေခဲမုန့်ဇွန်း","3279","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"ရေချိုးခန်းမှန်","3282","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"ရေတိုင်ကီ Group","2878","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"ရေတိုင်ကီ Group / Mango ရေတိုင်ကီ","2873","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"ရေတိုင်ကီ Group / ရေတိုင်ကီ","351","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"ရေဖြန်းခေါင်း","3299","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"ရေသန့်ဘူး","609","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"ရွှေဘူး","649","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"လမ်းဘလောက်တုံး","644","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"သော့ချိတ်","631","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"သံခုံ","643","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"သံစားပွဲ","635","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"သံစားပွဲ Group","1908","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"အိမ်သာခွက်","595","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"အိမ်သာပိုက်","343","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"အ၀တ်လှန်းစင်","639","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
